sample_id,sample_type,result,detection_limit,qualifier
A6735,CRM,,0.02,<
A6736,BLK,,0.005,<
A6737,DUP,1.5,,
A6738,CRM,,0.02,<
A6739,BLK,,0.005,<
A6740,DUP,1.5,,
A6741,CRM,,0.02,<
A6742,BLK,,0.005,<
A6743,DUP,1.5,,
A6744,CRM,,0.02,<
A6745,BLK,,0.005,<
A6746,DUP,1.5,,
A6747,CRM,,0.02,<
A6748,BLK,,0.005,<
A6749,DUP,1.5,,
A6750,CRM,,0.02,<
A6751,BLK,,0.005,<
A6752,DUP,1.5,,
A6753,CRM,,0.02,<
A6754,BLK,,0.005,<
A6755,DUP,1.5,,
A6756,CRM,,0.02,<
A6757,BLK,,0.005,<
A6758,DUP,1.5,,
A6759,CRM,,0.02,<
A6760,BLK,,0.005,<
A6761,DUP,1.5,,
A6762,CRM,,0.02,<
A6763,BLK,,0.005,<
A6764,DUP,1.5,,
A6765,CRM,,0.02,<
A6766,BLK,,0.005,<
A6767,DUP,1.5,,
A6768,CRM,,0.02,<
A6769,BLK,,0.005,<
A6770,DUP,1.5,,
A6771,CRM,,0.02,<
A6772,BLK,,0.005,<
A6773,DUP,1.5,,
A6774,CRM,,0.02,<
A6775,BLK,,0.005,<
A6776,DUP,1.5,,
A6777,CRM,,0.02,<
A6778,BLK,,0.005,<
A6779,DUP,1.5,,
A6780,CRM,,0.02,<
A6781,BLK,,0.005,<
A6782,DUP,1.5,,
A6783,CRM,,0.02,<
A6784,BLK,,0.005,<
A6785,DUP,1.5,,
A6786,CRM,,0.02,<
A6787,BLK,,0.005,<
A6788,DUP,1.5,,
A6789,CRM,,0.02,<
A6790,BLK,,0.005,<
A6791,DUP,1.5,,
A6792,CRM,,0.02,<
A6793,BLK,,0.005,<
A6794,DUP,1.5,,
A6795,CRM,,0.02,<
A6796,BLK,,0.005,<
A6797,DUP,1.5,,
A6798,CRM,,0.02,<
A6799,BLK,,0.005,<
A6800,DUP,1.5,,
A6801,CRM,,0.02,<
A6802,BLK,,0.005,<
A6803,DUP,1.5,,
A6804,CRM,,0.02,<
A6805,BLK,,0.005,<
A6806,DUP,1.5,,
A6807,CRM,,0.02,<
A6808,BLK,,0.005,<
A6809,DUP,1.5,,
A6810,CRM,,0.02,<
A6811,BLK,,0.005,<
A6812,DUP,1.5,,
A6813,CRM,,0.02,<
A6814,BLK,,0.005,<
A6815,DUP,1.5,,
A6816,CRM,,0.02,<
A6817,BLK,,0.005,<
A6818,DUP,1.5,,
A6819,CRM,,0.02,<
A6820,BLK,,0.005,<
A6821,DUP,1.5,,
A6822,CRM,,0.02,<
A6823,BLK,,0.005,<
A6824,DUP,1.5,,
A6825,CRM,,0.02,<
A6826,BLK,,0.005,<
A6827,DUP,1.5,,
A6828,CRM,,0.02,<
A6829,BLK,,0.005,<
A6830,DUP,1.5,,
A6831,CRM,,0.02,<
A6832,BLK,,0.005,<
A6833,DUP,1.5,,
A6834,CRM,,0.02,<
A6835,BLK,,0.005,<
A6836,DUP,1.5,,
A6837,CRM,,0.02,<
A6838,BLK,,0.005,<
A6839,DUP,1.5,,
A6840,CRM,,0.02,<
A6841,BLK,,0.005,<
A6842,DUP,1.5,,
A6843,CRM,,0.02,<
A6844,BLK,,0.005,<
A6845,DUP,1.5,,
A6846,CRM,,0.02,<
A6847,BLK,,0.005,<
A6848,DUP,1.5,,
A6849,CRM,,0.02,<
A6850,BLK,,0.005,<
A6851,DUP,1.5,,
A6852,CRM,,0.02,<
A6853,BLK,,0.005,<
A6854,DUP,1.5,,
A6855,CRM,,0.02,<
A6856,BLK,,0.005,<
A6857,DUP,1.5,,
A6858,CRM,,0.02,<
A6859,BLK,,0.005,<
A6860,DUP,1.5,,
A6861,CRM,,0.02,<
A6862,BLK,,0.005,<
A6863,DUP,1.5,,
A6864,CRM,,0.02,<
A6865,BLK,,0.005,<
A6866,DUP,1.5,,
A6867,CRM,,0.02,<
A6868,BLK,,0.005,<
A6869,DUP,1.5,,
A6870,CRM,,0.02,<
A6871,BLK,,0.005,<
A6872,DUP,1.5,,
A6873,CRM,,0.02,<
A6874,BLK,,0.005,<
A6875,DUP,1.5,,
A6876,CRM,,0.02,<
A6877,BLK,,0.005,<
A6878,DUP,1.5,,
A6879,CRM,,0.02,<
A6880,BLK,,0.005,<
A6881,DUP,1.5,,
A6882,CRM,,0.02,<
A6883,BLK,,0.005,<
A6884,DUP,1.5,,
A6885,CRM,,0.02,<
A6886,BLK,,0.005,<
A6887,DUP,1.5,,
A6888,CRM,,0.02,<
A6889,BLK,,0.005,<
A6890,DUP,1.5,,
A6891,CRM,,0.02,<
A6892,BLK,,0.005,<
A6893,DUP,1.5,,
A6894,CRM,,0.02,<
A6895,BLK,,0.005,<
A6896,DUP,1.5,,
A6897,CRM,,0.02,<
A6898,BLK,,0.005,<
A6899,DUP,1.5,,
A6900,CRM,,0.02,<
A6901,BLK,,0.005,<
A6902,DUP,1.5,,
A6903,CRM,,0.02,<
A6904,BLK,,0.005,<
A6905,DUP,1.5,,
A6906,CRM,,0.02,<
A6907,BLK,,0.005,<
A6908,DUP,1.5,,
A6909,CRM,,0.02,<
A6910,BLK,,0.005,<
A6911,DUP,1.5,,
A6912,CRM,,0.02,<
A6913,BLK,,0.005,<
A6914,DUP,1.5,,
A6915,CRM,,0.02,<
A6916,BLK,,0.005,<
A6917,DUP,1.5,,
A6918,CRM,,0.02,<
A6919,BLK,,0.005,<
A6920,DUP,1.5,,
A6921,CRM,,0.02,<
A6922,BLK,,0.005,<
A6923,DUP,1.5,,
A6924,CRM,,0.02,<
A6925,BLK,,0.005,<
A6926,DUP,1.5,,
A6927,CRM,,0.02,<
A6928,BLK,,0.005,<
A6929,DUP,1.5,,
A6930,CRM,,0.02,<
A6931,BLK,,0.005,<
A6932,DUP,1.5,,
A6933,CRM,,0.02,<
A6934,BLK,,0.005,<
A6935,DUP,1.5,,
A6936,CRM,,0.02,<
A6937,BLK,,0.005,<
A6938,DUP,1.5,,
A6939,CRM,,0.02,<
A6940,BLK,,0.005,<
A6941,DUP,1.5,,
A6942,CRM,,0.02,<
A6943,BLK,,0.005,<
A6944,DUP,1.5,,
A6945,CRM,,0.02,<
A6946,BLK,,0.005,<
A6947,DUP,1.5,,
A6948,CRM,,0.02,<
A6949,BLK,,0.005,<
A6950,DUP,1.5,,
A6951,CRM,,0.02,<
A6952,BLK,,0.005,<
A6953,DUP,1.5,,
A6954,CRM,,0.02,<
A6955,BLK,,0.005,<
A6956,DUP,1.5,,
A6957,CRM,,0.02,<
A6958,BLK,,0.005,<
A6959,DUP,1.5,,
A6960,CRM,,0.02,<
A6961,BLK,,0.005,<
A6962,DUP,1.5,,
A6963,CRM,,0.02,<
A6964,BLK,,0.005,<
A6965,DUP,1.5,,
A6966,CRM,,0.02,<
A6967,BLK,,0.005,<
A6968,DUP,1.5,,
A6969,CRM,,0.02,<
A6970,BLK,,0.005,<
A6971,DUP,1.5,,
A6972,CRM,,0.02,<
A6973,BLK,,0.005,<
A6974,DUP,1.5,,
A6975,CRM,,0.02,<
A6976,BLK,,0.005,<
A6977,DUP,1.5,,
A6978,CRM,,0.02,<
A6979,BLK,,0.005,<
A6980,DUP,1.5,,
A6981,CRM,,0.02,<
A6982,BLK,,0.005,<
A6983,DUP,1.5,,
A6984,CRM,,0.02,<
A6985,BLK,,0.005,<
A6986,DUP,1.5,,
A6987,CRM,,0.02,<
A6988,BLK,,0.005,<
A6989,DUP,1.5,,
A6990,CRM,,0.02,<
A6991,BLK,,0.005,<
A6992,DUP,1.5,,
A6993,CRM,,0.02,<
A6994,BLK,,0.005,<
A6995,DUP,1.5,,
A6996,CRM,,0.02,<
A6997,BLK,,0.005,<
A6998,DUP,1.5,,
A6999,CRM,,0.02,<
A7000,BLK,,0.005,<
A7001,DUP,1.5,,
A7002,CRM,,0.02,<
A7003,BLK,,0.005,<
A7004,DUP,1.5,,
A7005,CRM,,0.02,<
A7006,BLK,,0.005,<
A7007,DUP,1.5,,
A7008,CRM,,0.02,<
A7009,BLK,,0.005,<
A7010,DUP,1.5,,
A7011,CRM,,0.02,<
A7012,BLK,,0.005,<
A7013,DUP,1.5,,
A7014,CRM,,0.02,<
A7015,BLK,,0.005,<
A7016,DUP,1.5,,
A7017,CRM,,0.02,<
A7018,BLK,,0.005,<
A7019,DUP,1.5,,
A7020,CRM,,0.02,<
A7021,BLK,,0.005,<
A7022,DUP,1.5,,
A7023,CRM,,0.02,<
A7024,BLK,,0.005,<
A7025,DUP,1.5,,
A7026,CRM,,0.02,<
A7027,BLK,,0.005,<
A7028,DUP,1.5,,
A7029,CRM,,0.02,<
A7030,BLK,,0.005,<
A7031,DUP,1.5,,
A7032,CRM,,0.02,<
A7033,BLK,,0.005,<
A7034,DUP,1.5,,
A7035,CRM,,0.02,<
A7036,BLK,,0.005,<
A7037,DUP,1.5,,
A7038,CRM,,0.02,<
A7039,BLK,,0.005,<
A7040,DUP,1.5,,
A7041,CRM,,0.02,<
A7042,BLK,,0.005,<
A7043,DUP,1.5,,
A7044,CRM,,0.02,<
A7045,BLK,,0.005,<
A7046,DUP,1.5,,
A7047,CRM,,0.02,<
A7048,BLK,,0.005,<
A7049,DUP,1.5,,
A7050,CRM,,0.02,<
A7051,BLK,,0.005,<
A7052,DUP,1.5,,
A7053,CRM,,0.02,<
A7054,BLK,,0.005,<
A7055,DUP,1.5,,
A7056,CRM,,0.02,<
A7057,BLK,,0.005,<
A7058,DUP,1.5,,
A7059,CRM,,0.02,<
A7060,BLK,,0.005,<
A7061,DUP,1.5,,
A7062,CRM,,0.02,<
A7063,BLK,,0.005,<
A7064,DUP,1.5,,
A7065,CRM,,0.02,<
A7066,BLK,,0.005,<
A7067,DUP,1.5,,
A7068,CRM,,0.02,<
A7069,BLK,,0.005,<
A7070,DUP,1.5,,
A7071,CRM,,0.02,<
A7072,BLK,,0.005,<
A7073,DUP,1.5,,
A7074,CRM,,0.02,<
A7075,BLK,,0.005,<
A7076,DUP,1.5,,
A7077,CRM,,0.02,<
A7078,BLK,,0.005,<
A7079,DUP,1.5,,
A7080,CRM,,0.02,<
A7081,BLK,,0.005,<
A7082,DUP,1.5,,
A7083,CRM,,0.02,<
A7084,BLK,,0.005,<
A7085,DUP,1.5,,
A7086,CRM,,0.02,<
A7087,BLK,,0.005,<
A7088,DUP,1.5,,
A7089,CRM,,0.02,<
A7090,BLK,,0.005,<
A7091,DUP,1.5,,
A7092,CRM,,0.02,<
A7093,BLK,,0.005,<
A7094,DUP,1.5,,
A7095,CRM,,0.02,<
A7096,BLK,,0.005,<
A7097,DUP,1.5,,
A7098,CRM,,0.02,<
A7099,BLK,,0.005,<
A7100,DUP,1.5,,
A7101,CRM,,0.02,<
A7102,BLK,,0.005,<
A7103,DUP,1.5,,
A7104,CRM,,0.02,<
A7105,BLK,,0.005,<
A7106,DUP,1.5,,
A7107,CRM,,0.02,<
A7108,BLK,,0.005,<
A7109,DUP,1.5,,
A7110,CRM,,0.02,<
A7111,BLK,,0.005,<
A7112,DUP,1.5,,
A7113,CRM,,0.02,<
A7114,BLK,,0.005,<
A7115,DUP,1.5,,
A7116,CRM,,0.02,<
A7117,BLK,,0.005,<
A7118,DUP,1.5,,
A7119,CRM,,0.02,<
A7120,BLK,,0.005,<
A7121,DUP,1.5,,
A7122,CRM,,0.02,<
A7123,BLK,,0.005,<
A7124,DUP,1.5,,
A7125,CRM,,0.02,<
A7126,BLK,,0.005,<
A7127,DUP,1.5,,
A7128,CRM,,0.02,<
A7129,BLK,,0.005,<
A7130,DUP,1.5,,
A7131,CRM,,0.02,<
A7132,BLK,,0.005,<
A7133,DUP,1.5,,
A7134,CRM,,0.02,<
A7135,BLK,,0.005,<
A7136,DUP,1.5,,
A7137,CRM,,0.02,<
A7138,BLK,,0.005,<
A7139,DUP,1.5,,
A7140,CRM,,0.02,<
A7141,BLK,,0.005,<
A7142,DUP,1.5,,
A7143,CRM,,0.02,<
A7144,BLK,,0.005,<
A7145,DUP,1.5,,
A7146,CRM,,0.02,<
A7147,BLK,,0.005,<
A7148,DUP,1.5,,
A7149,CRM,,0.02,<
A7150,BLK,,0.005,<
A7151,DUP,1.5,,
A7152,CRM,,0.02,<
A7153,BLK,,0.005,<
A7154,DUP,1.5,,
A7155,CRM,,0.02,<
A7156,BLK,,0.005,<
A7157,DUP,1.5,,
A7158,CRM,,0.02,<
A7159,BLK,,0.005,<
A7160,DUP,1.5,,
A7161,CRM,,0.02,<
A7162,BLK,,0.005,<
A7163,DUP,1.5,,
A7164,CRM,,0.02,<
A7165,BLK,,0.005,<
A7166,DUP,1.5,,
A7167,CRM,,0.02,<
A7168,BLK,,0.005,<
A7169,DUP,1.5,,
A7170,CRM,,0.02,<
A7171,BLK,,0.005,<
A7172,DUP,1.5,,
A7173,CRM,,0.02,<
A7174,BLK,,0.005,<
A7175,DUP,1.5,,
A7176,CRM,,0.02,<
A7177,BLK,,0.005,<
A7178,DUP,1.5,,
A7179,CRM,,0.02,<
A7180,BLK,,0.005,<
A7181,DUP,1.5,,
A7182,CRM,,0.02,<
A7183,BLK,,0.005,<
A7184,DUP,1.5,,
A7185,CRM,,0.02,<
A7186,BLK,,0.005,<
A7187,DUP,1.5,,
A7188,CRM,,0.02,<
A7189,BLK,,0.005,<
A7190,DUP,1.5,,
A7191,CRM,,0.02,<
A7192,BLK,,0.005,<
A7193,DUP,1.5,,
A7194,CRM,,0.02,<
A7195,BLK,,0.005,<
A7196,DUP,1.5,,
A7197,CRM,,0.02,<
A7198,BLK,,0.005,<
A7199,DUP,1.5,,
A7200,CRM,,0.02,<
A7201,BLK,,0.005,<
A7202,DUP,1.5,,
A7203,CRM,,0.02,<
A7204,BLK,,0.005,<
A7205,DUP,1.5,,
A7206,CRM,,0.02,<
A7207,BLK,,0.005,<
A7208,DUP,1.5,,
A7209,CRM,,0.02,<
A7210,BLK,,0.005,<
A7211,DUP,1.5,,
A7212,CRM,,0.02,<
A7213,BLK,,0.005,<
A7214,DUP,1.5,,
A7215,CRM,,0.02,<
A7216,BLK,,0.005,<
A7217,DUP,1.5,,
A7218,CRM,,0.02,<
A7219,BLK,,0.005,<
A7220,DUP,1.5,,
A7221,CRM,,0.02,<
A7222,BLK,,0.005,<
A7223,DUP,1.5,,
A7224,CRM,,0.02,<
A7225,BLK,,0.005,<
A7226,DUP,1.5,,
A7227,CRM,,0.02,<
A7228,BLK,,0.005,<
A7229,DUP,1.5,,
A7230,CRM,,0.02,<
A7231,BLK,,0.005,<
A7232,DUP,1.5,,
A7233,CRM,,0.02,<
A7234,BLK,,0.005,<
A7235,DUP,1.5,,
A7236,CRM,,0.02,<
A7237,BLK,,0.005,<
A7238,DUP,1.5,,
A7239,CRM,,0.02,<
A7240,BLK,,0.005,<
A7241,DUP,1.5,,
A7242,CRM,,0.02,<
A7243,BLK,,0.005,<
A7244,DUP,1.5,,
A7245,CRM,,0.02,<
A7246,BLK,,0.005,<
A7247,DUP,1.5,,
A7248,CRM,,0.02,<
A7249,BLK,,0.005,<
A7250,DUP,1.5,,
A7251,CRM,,0.02,<
A7252,BLK,,0.005,<
A7253,DUP,1.5,,
A7254,CRM,,0.02,<
A7255,BLK,,0.005,<
A7256,DUP,1.5,,
A7257,CRM,,0.02,<
A7258,BLK,,0.005,<
A7259,DUP,1.5,,
A7260,CRM,,0.02,<
A7261,BLK,,0.005,<
A7262,DUP,1.5,,
A7263,CRM,,0.02,<
A7264,BLK,,0.005,<
A7265,DUP,1.5,,
A7266,CRM,,0.02,<
A7267,BLK,,0.005,<
A7268,DUP,1.5,,
A7269,CRM,,0.02,<
A7270,BLK,,0.005,<
A7271,DUP,1.5,,
A7272,CRM,,0.02,<
A7273,BLK,,0.005,<
A7274,DUP,1.5,,
A7275,CRM,,0.02,<
A7276,BLK,,0.005,<
A7277,DUP,1.5,,
A7278,CRM,,0.02,<
A7279,BLK,,0.005,<
A7280,DUP,1.5,,
A7281,CRM,,0.02,<
A7282,BLK,,0.005,<
A7283,DUP,1.5,,
A7284,CRM,,0.02,<
A7285,BLK,,0.005,<
A7286,DUP,1.5,,
A7287,CRM,,0.02,<
A7288,BLK,,0.005,<
A7289,DUP,1.5,,
A7290,CRM,,0.02,<
A7291,BLK,,0.005,<
A7292,DUP,1.5,,
A7293,CRM,,0.02,<
A7294,BLK,,0.005,<
A7295,DUP,1.5,,
A7296,CRM,,0.02,<
A7297,BLK,,0.005,<
A7298,DUP,1.5,,
A7299,CRM,,0.02,<
A7300,BLK,,0.005,<
A7301,DUP,1.5,,
A7302,CRM,,0.02,<
A7303,BLK,,0.005,<
A7304,DUP,1.5,,
A7305,CRM,,0.02,<
A7306,BLK,,0.005,<
A7307,DUP,1.5,,
A7308,CRM,,0.02,<
A7309,BLK,,0.005,<
A7310,DUP,1.5,,
A7311,CRM,,0.02,<
A7312,BLK,,0.005,<
A7313,DUP,1.5,,
A7314,CRM,,0.02,<
A7315,BLK,,0.005,<
A7316,DUP,1.5,,
A7317,CRM,,0.02,<
A7318,BLK,,0.005,<
A7319,DUP,1.5,,
A7320,CRM,,0.02,<
A7321,BLK,,0.005,<
A7322,DUP,1.5,,
A7323,CRM,,0.02,<
A7324,BLK,,0.005,<
A7325,DUP,1.5,,
A7326,CRM,,0.02,<
A7327,BLK,,0.005,<
A7328,DUP,1.5,,
A7329,CRM,,0.02,<
A7330,BLK,,0.005,<
A7331,DUP,1.5,,
A7332,CRM,,0.02,<
A7333,BLK,,0.005,<
A7334,DUP,1.5,,
A7335,CRM,,0.02,<
A7336,BLK,,0.005,<
A7337,DUP,1.5,,
A7338,CRM,,0.02,<
A7339,BLK,,0.005,<
A7340,DUP,1.5,,
A7341,CRM,,0.02,<
A7342,BLK,,0.005,<
A7343,DUP,1.5,,
A7344,CRM,,0.02,<
A7345,BLK,,0.005,<
A7346,DUP,1.5,,
A7347,CRM,,0.02,<
A7348,BLK,,0.005,<
A7349,DUP,1.5,,
A7350,CRM,,0.02,<
A7351,BLK,,0.005,<
A7352,DUP,1.5,,
A7353,CRM,,0.02,<
A7354,BLK,,0.005,<
A7355,DUP,1.5,,
A7356,CRM,,0.02,<
A7357,BLK,,0.005,<
A7358,DUP,1.5,,
A7359,CRM,,0.02,<
A7360,BLK,,0.005,<
A7361,DUP,1.5,,
A7362,CRM,,0.02,<
A7363,BLK,,0.005,<
A7364,DUP,1.5,,
A7365,CRM,,0.02,<
A7366,BLK,,0.005,<
A7367,DUP,1.5,,
A7368,CRM,,0.02,<
A7369,BLK,,0.005,<
A7370,DUP,1.5,,
A7371,CRM,,0.02,<
A7372,BLK,,0.005,<
A7373,DUP,1.5,,
A7374,CRM,,0.02,<
A7375,BLK,,0.005,<
A7376,DUP,1.5,,
A7377,CRM,,0.02,<
A7378,BLK,,0.005,<
A7379,DUP,1.5,,
A7380,CRM,,0.02,<
A7381,BLK,,0.005,<
A7382,DUP,1.5,,
A7383,CRM,,0.02,<
A7384,BLK,,0.005,<
A7385,DUP,1.5,,
A7386,CRM,,0.02,<
A7387,BLK,,0.005,<
A7388,DUP,1.5,,
A7389,CRM,,0.02,<
A7390,BLK,,0.005,<
A7391,DUP,1.5,,
A7392,CRM,,0.02,<
A7393,BLK,,0.005,<
A7394,DUP,1.5,,
A7395,CRM,,0.02,<
A7396,BLK,,0.005,<
A7397,DUP,1.5,,
A7398,CRM,,0.02,<
A7399,BLK,,0.005,<
A7400,DUP,1.5,,
A7401,CRM,,0.02,<
A7402,BLK,,0.005,<
A7403,DUP,1.5,,
A7404,CRM,,0.02,<
A7405,BLK,,0.005,<
A7406,DUP,1.5,,
A7407,CRM,,0.02,<
A7408,BLK,,0.005,<
A7409,DUP,1.5,,
A7410,CRM,,0.02,<
A7411,BLK,,0.005,<
A7412,DUP,1.5,,
A7413,CRM,,0.02,<
A7414,BLK,,0.005,<
A7415,DUP,1.5,,
A7416,CRM,,0.02,<
A7417,BLK,,0.005,<
A7418,DUP,1.5,,
A7419,CRM,,0.02,<
A7420,BLK,,0.005,<
A7421,DUP,1.5,,
A7422,CRM,,0.02,<
A7423,BLK,,0.005,<
A7424,DUP,1.5,,
A7425,CRM,,0.02,<
A7426,BLK,,0.005,<
A7427,DUP,1.5,,
A7428,CRM,,0.02,<
A7429,BLK,,0.005,<
A7430,DUP,1.5,,
A7431,CRM,,0.02,<
A7432,BLK,,0.005,<
A7433,DUP,1.5,,
A7434,CRM,,0.02,<
A7435,BLK,,0.005,<
A7436,DUP,1.5,,
A7437,CRM,,0.02,<
A7438,BLK,,0.005,<
A7439,DUP,1.5,,
A7440,CRM,,0.02,<
A7441,BLK,,0.005,<
A7442,DUP,1.5,,
A7443,CRM,,0.02,<
A7444,BLK,,0.005,<
A7445,DUP,1.5,,
A7446,CRM,,0.02,<
A7447,BLK,,0.005,<
A7448,DUP,1.5,,
A7449,CRM,,0.02,<
A7450,BLK,,0.005,<
A7451,DUP,1.5,,
A7452,CRM,,0.02,<
A7453,BLK,,0.005,<
A7454,DUP,1.5,,
A7455,CRM,,0.02,<
A7456,BLK,,0.005,<
A7457,DUP,1.5,,
A7458,CRM,,0.02,<
A7459,BLK,,0.005,<
A7460,DUP,1.5,,
A7461,CRM,,0.02,<
A7462,BLK,,0.005,<
A7463,DUP,1.5,,
A7464,CRM,,0.02,<
A7465,BLK,,0.005,<
A7466,DUP,1.5,,
A7467,CRM,,0.02,<
A7468,BLK,,0.005,<
A7469,DUP,1.5,,
A7470,CRM,,0.02,<
A7471,BLK,,0.005,<
A7472,DUP,1.5,,
A7473,CRM,,0.02,<
A7474,BLK,,0.005,<
A7475,DUP,1.5,,
A7476,CRM,,0.02,<
A7477,BLK,,0.005,<
A7478,DUP,1.5,,
A7479,CRM,,0.02,<
A7480,BLK,,0.005,<
A7481,DUP,1.5,,
A7482,CRM,,0.02,<
A7483,BLK,,0.005,<
A7484,DUP,1.5,,
A7485,CRM,,0.02,<
A7486,BLK,,0.005,<
A7487,DUP,1.5,,
A7488,CRM,,0.02,<
A7489,BLK,,0.005,<
A7490,DUP,1.5,,
A7491,CRM,,0.02,<
A7492,BLK,,0.005,<
A7493,DUP,1.5,,
A7494,CRM,,0.02,<
A7495,BLK,,0.005,<
A7496,DUP,1.5,,
A7497,CRM,,0.02,<
A7498,BLK,,0.005,<
A7499,DUP,1.5,,
A7500,CRM,,0.02,<
A7501,BLK,,0.005,<
A7502,DUP,1.5,,
A7503,CRM,,0.02,<
A7504,BLK,,0.005,<
A7505,DUP,1.5,,
A7506,CRM,,0.02,<
A7507,BLK,,0.005,<
A7508,DUP,1.5,,
A7509,CRM,,0.02,<
A7510,BLK,,0.005,<
A7511,DUP,1.5,,
A7512,CRM,,0.02,<
A7513,BLK,,0.005,<
A7514,DUP,1.5,,
A7515,CRM,,0.02,<
A7516,BLK,,0.005,<
A7517,DUP,1.5,,
A7518,CRM,,0.02,<
A7519,BLK,,0.005,<
A7520,DUP,1.5,,
A7521,CRM,,0.02,<
A7522,BLK,,0.005,<
A7523,DUP,1.5,,
A7524,CRM,,0.02,<
A7525,BLK,,0.005,<
A7526,DUP,1.5,,
A7527,CRM,,0.02,<
A7528,BLK,,0.005,<
A7529,DUP,1.5,,
A7530,CRM,,0.02,<
A7531,BLK,,0.005,<
A7532,DUP,1.5,,
A7533,CRM,,0.02,<
A7534,BLK,,0.005,<
A7535,DUP,1.5,,
A7536,CRM,,0.02,<
A7537,BLK,,0.005,<
A7538,DUP,1.5,,
A7539,CRM,,0.02,<
A7540,BLK,,0.005,<
A7541,DUP,1.5,,
A7542,CRM,,0.02,<
A7543,BLK,,0.005,<
A7544,DUP,1.5,,
A7545,CRM,,0.02,<
A7546,BLK,,0.005,<
A7547,DUP,1.5,,
A7548,CRM,,0.02,<
A7549,BLK,,0.005,<
A7550,DUP,1.5,,
A7551,CRM,,0.02,<
A7552,BLK,,0.005,<
A7553,DUP,1.5,,
A7554,CRM,,0.02,<
A7555,BLK,,0.005,<
A7556,DUP,1.5,,
A7557,CRM,,0.02,<
A7558,BLK,,0.005,<
A7559,DUP,1.5,,
A7560,CRM,,0.02,<
A7561,BLK,,0.005,<
A7562,DUP,1.5,,
A7563,CRM,,0.02,<
A7564,BLK,,0.005,<
A7565,DUP,1.5,,
A7566,CRM,,0.02,<
A7567,BLK,,0.005,<
A7568,DUP,1.5,,
A7569,CRM,,0.02,<
A7570,BLK,,0.005,<
A7571,DUP,1.5,,
A7572,CRM,,0.02,<
A7573,BLK,,0.005,<
A7574,DUP,1.5,,
A7575,CRM,,0.02,<
A7576,BLK,,0.005,<
A7577,DUP,1.5,,
A7578,CRM,,0.02,<
A7579,BLK,,0.005,<
A7580,DUP,1.5,,
A7581,CRM,,0.02,<
A7582,BLK,,0.005,<
A7583,DUP,1.5,,
A7584,CRM,,0.02,<
A7585,BLK,,0.005,<
A7586,DUP,1.5,,
A7587,CRM,,0.02,<
A7588,BLK,,0.005,<
A7589,DUP,1.5,,
A7590,CRM,,0.02,<
A7591,BLK,,0.005,<
A7592,DUP,1.5,,
A7593,CRM,,0.02,<
A7594,BLK,,0.005,<
A7595,DUP,1.5,,
A7596,CRM,,0.02,<
A7597,BLK,,0.005,<
A7598,DUP,1.5,,
A7599,CRM,,0.02,<
A7600,BLK,,0.005,<
A7601,DUP,1.5,,
A7602,CRM,,0.02,<
A7603,BLK,,0.005,<
A7604,DUP,1.5,,
A7605,CRM,,0.02,<
A7606,BLK,,0.005,<
A7607,DUP,1.5,,
A7608,CRM,,0.02,<
A7609,BLK,,0.005,<
A7610,DUP,1.5,,
A7611,CRM,,0.02,<
A7612,BLK,,0.005,<
A7613,DUP,1.5,,
A7614,CRM,,0.02,<
A7615,BLK,,0.005,<
A7616,DUP,1.5,,
A7617,CRM,,0.02,<
A7618,BLK,,0.005,<
A7619,DUP,1.5,,
A7620,CRM,,0.02,<
A7621,BLK,,0.005,<
A7622,DUP,1.5,,
A7623,CRM,,0.02,<
A7624,BLK,,0.005,<
A7625,DUP,1.5,,
A7626,CRM,,0.02,<
A7627,BLK,,0.005,<
A7628,DUP,1.5,,
A7629,CRM,,0.02,<
A7630,BLK,,0.005,<
A7631,DUP,1.5,,
A7632,CRM,,0.02,<
A7633,BLK,,0.005,<
A7634,DUP,1.5,,
A7635,CRM,,0.02,<
A7636,BLK,,0.005,<
A7637,DUP,1.5,,
A7638,CRM,,0.02,<
A7639,BLK,,0.005,<
A7640,DUP,1.5,,
A7641,CRM,,0.02,<
A7642,BLK,,0.005,<
A7643,DUP,1.5,,
A7644,CRM,,0.02,<
A7645,BLK,,0.005,<
A7646,DUP,1.5,,
A7647,CRM,,0.02,<
A7648,BLK,,0.005,<
A7649,DUP,1.5,,
A7650,CRM,,0.02,<
A7651,BLK,,0.005,<
A7652,DUP,1.5,,
A7653,CRM,,0.02,<
A7654,BLK,,0.005,<
A7655,DUP,1.5,,
A7656,CRM,,0.02,<
A7657,BLK,,0.005,<
A7658,DUP,1.5,,
A7659,CRM,,0.02,<
A7660,BLK,,0.005,<
A7661,DUP,1.5,,
A7662,CRM,,0.02,<
A7663,BLK,,0.005,<
A7664,DUP,1.5,,
A7665,CRM,,0.02,<
A7666,BLK,,0.005,<
A7667,DUP,1.5,,
A7668,CRM,,0.02,<
A7669,BLK,,0.005,<
A7670,DUP,1.5,,
A7671,CRM,,0.02,<
A7672,BLK,,0.005,<
A7673,DUP,1.5,,
A7674,CRM,,0.02,<
A7675,BLK,,0.005,<
A7676,DUP,1.5,,
A7677,CRM,,0.02,<
A7678,BLK,,0.005,<
A7679,DUP,1.5,,
A7680,CRM,,0.02,<
A7681,BLK,,0.005,<
A7682,DUP,1.5,,
A7683,CRM,,0.02,<
A7684,BLK,,0.005,<
A7685,DUP,1.5,,
A7686,CRM,,0.02,<
