SampleID,TYPE,Value,DL
A8413,BLK,ND,0.005
A8414,DUP,1.5,
A8415,CRM,<0.02,0.01
A8416,BLK,ND,0.005
A8417,DUP,1.5,
A8418,CRM,<0.02,0.01
A8419,BLK,ND,0.005
A8420,DUP,1.5,
A8421,CRM,<0.02,0.01
A8422,BLK,ND,0.005
A8423,DUP,1.5,
A8424,CRM,<0.02,0.01
A8425,BLK,ND,0.005
A8426,DUP,1.5,
A8427,CRM,<0.02,0.01
A8428,BLK,ND,0.005
A8429,DUP,1.5,
A8430,CRM,<0.02,0.01
A8431,BLK,ND,0.005
A8432,DUP,1.5,
A8433,CRM,<0.02,0.01
A8434,BLK,ND,0.005
A8435,DUP,1.5,
A8436,CRM,<0.02,0.01
A8437,BLK,ND,0.005
A8438,DUP,1.5,
A8439,CRM,<0.02,0.01
A8440,BLK,ND,0.005
A8441,DUP,1.5,
A8442,CRM,<0.02,0.01
A8443,BLK,ND,0.005
A8444,DUP,1.5,
A8445,CRM,<0.02,0.01
A8446,BLK,ND,0.005
A8447,DUP,1.5,
A8448,CRM,<0.02,0.01
A8449,BLK,ND,0.005
A8450,DUP,1.5,
A8451,CRM,<0.02,0.01
A8452,BLK,ND,0.005
A8453,DUP,1.5,
A8454,CRM,<0.02,0.01
A8455,BLK,ND,0.005
A8456,DUP,1.5,
A8457,CRM,<0.02,0.01
A8458,BLK,ND,0.005
A8459,DUP,1.5,
A8460,CRM,<0.02,0.01
A8461,BLK,ND,0.005
A8462,DUP,1.5,
A8463,CRM,<0.02,0.01
A8464,BLK,ND,0.005
A8465,DUP,1.5,
A8466,CRM,<0.02,0.01
A8467,BLK,ND,0.005
A8468,DUP,1.5,
A8469,CRM,<0.02,0.01
A8470,BLK,ND,0.005
A8471,DUP,1.5,
A8472,CRM,<0.02,0.01
A8473,BLK,ND,0.005
A8474,DUP,1.5,
A8475,CRM,<0.02,0.01
A8476,BLK,ND,0.005
A8477,DUP,1.5,
A8478,CRM,<0.02,0.01
A8479,BLK,ND,0.005
A8480,DUP,1.5,
A8481,CRM,<0.02,0.01
A8482,BLK,ND,0.005
A8483,DUP,1.5,
A8484,CRM,<0.02,0.01
A8485,BLK,ND,0.005
A8486,DUP,1.5,
A8487,CRM,<0.02,0.01
A8488,BLK,ND,0.005
A8489,DUP,1.5,
A8490,CRM,<0.02,0.01
A8491,BLK,ND,0.005
A8492,DUP,1.5,
A8493,CRM,<0.02,0.01
A8494,BLK,ND,0.005
A8495,DUP,1.5,
A8496,CRM,<0.02,0.01
A8497,BLK,ND,0.005
A8498,DUP,1.5,
A8499,CRM,<0.02,0.01
A8500,BLK,ND,0.005
A8501,DUP,1.5,
A8502,CRM,<0.02,0.01
A8503,BLK,ND,0.005
A8504,DUP,1.5,
A8505,CRM,<0.02,0.01
A8506,BLK,ND,0.005
A8507,DUP,1.5,
A8508,CRM,<0.02,0.01
A8509,BLK,ND,0.005
A8510,DUP,1.5,
A8511,CRM,<0.02,0.01
A8512,BLK,ND,0.005
A8513,DUP,1.5,
A8514,CRM,<0.02,0.01
A8515,BLK,ND,0.005
A8516,DUP,1.5,
A8517,CRM,<0.02,0.01
A8518,BLK,ND,0.005
A8519,DUP,1.5,
A8520,CRM,<0.02,0.01
A8521,BLK,ND,0.005
A8522,DUP,1.5,
A8523,CRM,<0.02,0.01
A8524,BLK,ND,0.005
A8525,DUP,1.5,
A8526,CRM,<0.02,0.01
A8527,BLK,ND,0.005
A8528,DUP,1.5,
A8529,CRM,<0.02,0.01
A8530,BLK,ND,0.005
A8531,DUP,1.5,
A8532,CRM,<0.02,0.01
A8533,BLK,ND,0.005
A8534,DUP,1.5,
A8535,CRM,<0.02,0.01
A8536,BLK,ND,0.005
A8537,DUP,1.5,
A8538,CRM,<0.02,0.01
A8539,BLK,ND,0.005
A8540,DUP,1.5,
A8541,CRM,<0.02,0.01
A8542,BLK,ND,0.005
A8543,DUP,1.5,
A8544,CRM,<0.02,0.01
A8545,BLK,ND,0.005
A8546,DUP,1.5,
A8547,CRM,<0.02,0.01
A8548,BLK,ND,0.005
A8549,DUP,1.5,
A8550,CRM,<0.02,0.01
A8551,BLK,ND,0.005
A8552,DUP,1.5,
A8553,CRM,<0.02,0.01
A8554,BLK,ND,0.005
A8555,DUP,1.5,
A8556,CRM,<0.02,0.01
A8557,BLK,ND,0.005
A8558,DUP,1.5,
A8559,CRM,<0.02,0.01
A8560,BLK,ND,0.005
A8561,DUP,1.5,
A8562,CRM,<0.02,0.01
A8563,BLK,ND,0.005
A8564,DUP,1.5,
A8565,CRM,<0.02,0.01
A8566,BLK,ND,0.005
A8567,DUP,1.5,
A8568,CRM,<0.02,0.01
A8569,BLK,ND,0.005
A8570,DUP,1.5,
A8571,CRM,<0.02,0.01
A8572,BLK,ND,0.005
A8573,DUP,1.5,
A8574,CRM,<0.02,0.01
A8575,BLK,ND,0.005
A8576,DUP,1.5,
A8577,CRM,<0.02,0.01
A8578,BLK,ND,0.005
A8579,DUP,1.5,
A8580,CRM,<0.02,0.01
A8581,BLK,ND,0.005
A8582,DUP,1.5,
A8583,CRM,<0.02,0.01
A8584,BLK,ND,0.005
A8585,DUP,1.5,
A8586,CRM,<0.02,0.01
A8587,BLK,ND,0.005
A8588,DUP,1.5,
A8589,CRM,<0.02,0.01
A8590,BLK,ND,0.005
A8591,DUP,1.5,
A8592,CRM,<0.02,0.01
A8593,BLK,ND,0.005
A8594,DUP,1.5,
A8595,CRM,<0.02,0.01
A8596,BLK,ND,0.005
A8597,DUP,1.5,
A8598,CRM,<0.02,0.01
A8599,BLK,ND,0.005
A8600,DUP,1.5,
A8601,CRM,<0.02,0.01
A8602,BLK,ND,0.005
A8603,DUP,1.5,
A8604,CRM,<0.02,0.01
A8605,BLK,ND,0.005
A8606,DUP,1.5,
A8607,CRM,<0.02,0.01
A8608,BLK,ND,0.005
A8609,DUP,1.5,
A8610,CRM,<0.02,0.01
A8611,BLK,ND,0.005
A8612,DUP,1.5,
A8613,CRM,<0.02,0.01
A8614,BLK,ND,0.005
A8615,DUP,1.5,
A8616,CRM,<0.02,0.01
A8617,BLK,ND,0.005
A8618,DUP,1.5,
A8619,CRM,<0.02,0.01
A8620,BLK,ND,0.005
A8621,DUP,1.5,
A8622,CRM,<0.02,0.01
A8623,BLK,ND,0.005
A8624,DUP,1.5,
A8625,CRM,<0.02,0.01
A8626,BLK,ND,0.005
A8627,DUP,1.5,
A8628,CRM,<0.02,0.01
A8629,BLK,ND,0.005
A8630,DUP,1.5,
A8631,CRM,<0.02,0.01
A8632,BLK,ND,0.005
A8633,DUP,1.5,
A8634,CRM,<0.02,0.01
A8635,BLK,ND,0.005
A8636,DUP,1.5,
A8637,CRM,<0.02,0.01
A8638,BLK,ND,0.005
A8639,DUP,1.5,
A8640,CRM,<0.02,0.01
A8641,BLK,ND,0.005
A8642,DUP,1.5,
A8643,CRM,<0.02,0.01
A8644,BLK,ND,0.005
A8645,DUP,1.5,
A8646,CRM,<0.02,0.01
A8647,BLK,ND,0.005
A8648,DUP,1.5,
A8649,CRM,<0.02,0.01
A8650,BLK,ND,0.005
A8651,DUP,1.5,
A8652,CRM,<0.02,0.01
A8653,BLK,ND,0.005
A8654,DUP,1.5,
A8655,CRM,<0.02,0.01
A8656,BLK,ND,0.005
A8657,DUP,1.5,
A8658,CRM,<0.02,0.01
A8659,BLK,ND,0.005
A8660,DUP,1.5,
A8661,CRM,<0.02,0.01
A8662,BLK,ND,0.005
A8663,DUP,1.5,
A8664,CRM,<0.02,0.01
A8665,BLK,ND,0.005
A8666,DUP,1.5,
A8667,CRM,<0.02,0.01
A8668,BLK,ND,0.005
A8669,DUP,1.5,
A8670,CRM,<0.02,0.01
A8671,BLK,ND,0.005
A8672,DUP,1.5,
A8673,CRM,<0.02,0.01
A8674,BLK,ND,0.005
A8675,DUP,1.5,
A8676,CRM,<0.02,0.01
A8677,BLK,ND,0.005
A8678,DUP,1.5,
A8679,CRM,<0.02,0.01
A8680,BLK,ND,0.005
A8681,DUP,1.5,
A8682,CRM,<0.02,0.01
A8683,BLK,ND,0.005
A8684,DUP,1.5,
A8685,CRM,<0.02,0.01
A8686,BLK,ND,0.005
A8687,DUP,1.5,
A8688,CRM,<0.02,0.01
A8689,BLK,ND,0.005
A8690,DUP,1.5,
A8691,CRM,<0.02,0.01
A8692,BLK,ND,0.005
A8693,DUP,1.5,
A8694,CRM,<0.02,0.01
A8695,BLK,ND,0.005
A8696,DUP,1.5,
A8697,CRM,<0.02,0.01
A8698,BLK,ND,0.005
A8699,DUP,1.5,
A8700,CRM,<0.02,0.01
A8701,BLK,ND,0.005
A8702,DUP,1.5,
A8703,CRM,<0.02,0.01
A8704,BLK,ND,0.005
A8705,DUP,1.5,
A8706,CRM,<0.02,0.01
A8707,BLK,ND,0.005
A8708,DUP,1.5,
A8709,CRM,<0.02,0.01
A8710,BLK,ND,0.005
A8711,DUP,1.5,
A8712,CRM,<0.02,0.01
A8713,BLK,ND,0.005
A8714,DUP,1.5,
A8715,CRM,<0.02,0.01
A8716,BLK,ND,0.005
A8717,DUP,1.5,
A8718,CRM,<0.02,0.01
A8719,BLK,ND,0.005
A8720,DUP,1.5,
A8721,CRM,<0.02,0.01
A8722,BLK,ND,0.005
A8723,DUP,1.5,
A8724,CRM,<0.02,0.01
A8725,BLK,ND,0.005
A8726,DUP,1.5,
A8727,CRM,<0.02,0.01
A8728,BLK,ND,0.005
A8729,DUP,1.5,
A8730,CRM,<0.02,0.01
A8731,BLK,ND,0.005
A8732,DUP,1.5,
A8733,CRM,<0.02,0.01
A8734,BLK,ND,0.005
A8735,DUP,1.5,
A8736,CRM,<0.02,0.01
A8737,BLK,ND,0.005
A8738,DUP,1.5,
A8739,CRM,<0.02,0.01
A8740,BLK,ND,0.005
A8741,DUP,1.5,
A8742,CRM,<0.02,0.01
A8743,BLK,ND,0.005
A8744,DUP,1.5,
A8745,CRM,<0.02,0.01
A8746,BLK,ND,0.005
A8747,DUP,1.5,
A8748,CRM,<0.02,0.01
A8749,BLK,ND,0.005
A8750,DUP,1.5,
A8751,CRM,<0.02,0.01
A8752,BLK,ND,0.005
A8753,DUP,1.5,
A8754,CRM,<0.02,0.01
A8755,BLK,ND,0.005
A8756,DUP,1.5,
A8757,CRM,<0.02,0.01
A8758,BLK,ND,0.005
A8759,DUP,1.5,
A8760,CRM,<0.02,0.01
A8761,BLK,ND,0.005
A8762,DUP,1.5,
A8763,CRM,<0.02,0.01
A8764,BLK,ND,0.005
A8765,DUP,1.5,
A8766,CRM,<0.02,0.01
A8767,BLK,ND,0.005
A8768,DUP,1.5,
A8769,CRM,<0.02,0.01
A8770,BLK,ND,0.005
A8771,DUP,1.5,
A8772,CRM,<0.02,0.01
A8773,BLK,ND,0.005
A8774,DUP,1.5,
A8775,CRM,<0.02,0.01
A8776,BLK,ND,0.005
A8777,DUP,1.5,
A8778,CRM,<0.02,0.01
A8779,BLK,ND,0.005
A8780,DUP,1.5,
A8781,CRM,<0.02,0.01
A8782,BLK,ND,0.005
A8783,DUP,1.5,
A8784,CRM,<0.02,0.01
A8785,BLK,ND,0.005
A8786,DUP,1.5,
A8787,CRM,<0.02,0.01
A8788,BLK,ND,0.005
A8789,DUP,1.5,
A8790,CRM,<0.02,0.01
A8791,BLK,ND,0.005
A8792,DUP,1.5,
A8793,CRM,<0.02,0.01
A8794,BLK,ND,0.005
A8795,DUP,1.5,
A8796,CRM,<0.02,0.01
A8797,BLK,ND,0.005
A8798,DUP,1.5,
A8799,CRM,<0.02,0.01
A8800,BLK,ND,0.005
A8801,DUP,1.5,
A8802,CRM,<0.02,0.01
A8803,BLK,ND,0.005
A8804,DUP,1.5,
A8805,CRM,<0.02,0.01
A8806,BLK,ND,0.005
A8807,DUP,1.5,
A8808,CRM,<0.02,0.01
A8809,BLK,ND,0.005
A8810,DUP,1.5,
A8811,CRM,<0.02,0.01
A8812,BLK,ND,0.005
A8813,DUP,1.5,
A8814,CRM,<0.02,0.01
A8815,BLK,ND,0.005
A8816,DUP,1.5,
A8817,CRM,<0.02,0.01
A8818,BLK,ND,0.005
A8819,DUP,1.5,
A8820,CRM,<0.02,0.01
A8821,BLK,ND,0.005
A8822,DUP,1.5,
A8823,CRM,<0.02,0.01
A8824,BLK,ND,0.005
A8825,DUP,1.5,
A8826,CRM,<0.02,0.01
A8827,BLK,ND,0.005
A8828,DUP,1.5,
A8829,CRM,<0.02,0.01
A8830,BLK,ND,0.005
A8831,DUP,1.5,
A8832,CRM,<0.02,0.01
A8833,BLK,ND,0.005
A8834,DUP,1.5,
A8835,CRM,<0.02,0.01
A8836,BLK,ND,0.005
A8837,DUP,1.5,
A8838,CRM,<0.02,0.01
A8839,BLK,ND,0.005
A8840,DUP,1.5,
A8841,CRM,<0.02,0.01
A8842,BLK,ND,0.005
A8843,DUP,1.5,
A8844,CRM,<0.02,0.01
A8845,BLK,ND,0.005
A8846,DUP,1.5,
A8847,CRM,<0.02,0.01
A8848,BLK,ND,0.005
A8849,DUP,1.5,
A8850,CRM,<0.02,0.01
A8851,BLK,ND,0.005
A8852,DUP,1.5,
A8853,CRM,<0.02,0.01
A8854,BLK,ND,0.005
A8855,DUP,1.5,
A8856,CRM,<0.02,0.01
A8857,BLK,ND,0.005
A8858,DUP,1.5,
A8859,CRM,<0.02,0.01
A8860,BLK,ND,0.005
A8861,DUP,1.5,
A8862,CRM,<0.02,0.01
A8863,BLK,ND,0.005
A8864,DUP,1.5,
A8865,CRM,<0.02,0.01
A8866,BLK,ND,0.005
A8867,DUP,1.5,
A8868,CRM,<0.02,0.01
A8869,BLK,ND,0.005
A8870,DUP,1.5,
A8871,CRM,<0.02,0.01
A8872,BLK,ND,0.005
A8873,DUP,1.5,
A8874,CRM,<0.02,0.01
A8875,BLK,ND,0.005
A8876,DUP,1.5,
A8877,CRM,<0.02,0.01
A8878,BLK,ND,0.005
A8879,DUP,1.5,
A8880,CRM,<0.02,0.01
A8881,BLK,ND,0.005
A8882,DUP,1.5,
A8883,CRM,<0.02,0.01
A8884,BLK,ND,0.005
A8885,DUP,1.5,
A8886,CRM,<0.02,0.01
A8887,BLK,ND,0.005
A8888,DUP,1.5,
A8889,CRM,<0.02,0.01
A8890,BLK,ND,0.005
A8891,DUP,1.5,
A8892,CRM,<0.02,0.01
A8893,BLK,ND,0.005
A8894,DUP,1.5,
A8895,CRM,<0.02,0.01
A8896,BLK,ND,0.005
A8897,DUP,1.5,
A8898,CRM,<0.02,0.01
A8899,BLK,ND,0.005
A8900,DUP,1.5,
A8901,CRM,<0.02,0.01
A8902,BLK,ND,0.005
A8903,DUP,1.5,
A8904,CRM,<0.02,0.01
A8905,BLK,ND,0.005
A8906,DUP,1.5,
A8907,CRM,<0.02,0.01
A8908,BLK,ND,0.005
A8909,DUP,1.5,
A8910,CRM,<0.02,0.01
A8911,BLK,ND,0.005
A8912,DUP,1.5,
A8913,CRM,<0.02,0.01
A8914,BLK,ND,0.005
A8915,DUP,1.5,
A8916,CRM,<0.02,0.01
A8917,BLK,ND,0.005
A8918,DUP,1.5,
A8919,CRM,<0.02,0.01
A8920,BLK,ND,0.005
A8921,DUP,1.5,
A8922,CRM,<0.02,0.01
A8923,BLK,ND,0.005
A8924,DUP,1.5,
A8925,CRM,<0.02,0.01
A8926,BLK,ND,0.005
A8927,DUP,1.5,
A8928,CRM,<0.02,0.01
A8929,BLK,ND,0.005
A8930,DUP,1.5,
A8931,CRM,<0.02,0.01
A8932,BLK,ND,0.005
A8933,DUP,1.5,
A8934,CRM,<0.02,0.01
A8935,BLK,ND,0.005
A8936,DUP,1.5,
A8937,CRM,<0.02,0.01
A8938,BLK,ND,0.005
A8939,DUP,1.5,
A8940,CRM,<0.02,0.01
A8941,BLK,ND,0.005
A8942,DUP,1.5,
A8943,CRM,<0.02,0.01
A8944,BLK,ND,0.005
A8945,DUP,1.5,
A8946,CRM,<0.02,0.01
A8947,BLK,ND,0.005
A8948,DUP,1.5,
A8949,CRM,<0.02,0.01
A8950,BLK,ND,0.005
A8951,DUP,1.5,
A8952,CRM,<0.02,0.01
A8953,BLK,ND,0.005
A8954,DUP,1.5,
A8955,CRM,<0.02,0.01
A8956,BLK,ND,0.005
A8957,DUP,1.5,
A8958,CRM,<0.02,0.01
A8959,BLK,ND,0.005
A8960,DUP,1.5,
A8961,CRM,<0.02,0.01
A8962,BLK,ND,0.005
A8963,DUP,1.5,
A8964,CRM,<0.02,0.01
A8965,BLK,ND,0.005
A8966,DUP,1.5,
A8967,CRM,<0.02,0.01
A8968,BLK,ND,0.005
A8969,DUP,1.5,
A8970,CRM,<0.02,0.01
A8971,BLK,ND,0.005
A8972,DUP,1.5,
A8973,CRM,<0.02,0.01
A8974,BLK,ND,0.005
A8975,DUP,1.5,
A8976,CRM,<0.02,0.01
A8977,BLK,ND,0.005
A8978,DUP,1.5,
A8979,CRM,<0.02,0.01
A8980,BLK,ND,0.005
A8981,DUP,1.5,
A8982,CRM,<0.02,0.01
A8983,BLK,ND,0.005
A8984,DUP,1.5,
A8985,CRM,<0.02,0.01
A8986,BLK,ND,0.005
A8987,DUP,1.5,
A8988,CRM,<0.02,0.01
A8989,BLK,ND,0.005
A8990,DUP,1.5,
A8991,CRM,<0.02,0.01
A8992,BLK,ND,0.005
A8993,DUP,1.5,
A8994,CRM,<0.02,0.01
A8995,BLK,ND,0.005
A8996,DUP,1.5,
A8997,CRM,<0.02,0.01
A8998,BLK,ND,0.005
A8999,DUP,1.5,
A9000,CRM,<0.02,0.01
A9001,BLK,ND,0.005
A9002,DUP,1.5,
A9003,CRM,<0.02,0.01
A9004,BLK,ND,0.005
A9005,DUP,1.5,
A9006,CRM,<0.02,0.01
A9007,BLK,ND,0.005
A9008,DUP,1.5,
A9009,CRM,<0.02,0.01
A9010,BLK,ND,0.005
A9011,DUP,1.5,
A9012,CRM,<0.02,0.01
A9013,BLK,ND,0.005
A9014,DUP,1.5,
A9015,CRM,<0.02,0.01
A9016,BLK,ND,0.005
A9017,DUP,1.5,
A9018,CRM,<0.02,0.01
A9019,BLK,ND,0.005
A9020,DUP,1.5,
A9021,CRM,<0.02,0.01
A9022,BLK,ND,0.005
A9023,DUP,1.5,
A9024,CRM,<0.02,0.01
A9025,BLK,ND,0.005
A9026,DUP,1.5,
A9027,CRM,<0.02,0.01
A9028,BLK,ND,0.005
A9029,DUP,1.5,
A9030,CRM,<0.02,0.01
A9031,BLK,ND,0.005
A9032,DUP,1.5,
A9033,CRM,<0.02,0.01
A9034,BLK,ND,0.005
A9035,DUP,1.5,
A9036,CRM,<0.02,0.01
A9037,BLK,ND,0.005
A9038,DUP,1.5,
A9039,CRM,<0.02,0.01
A9040,BLK,ND,0.005
A9041,DUP,1.5,
A9042,CRM,<0.02,0.01
A9043,BLK,ND,0.005
A9044,DUP,1.5,
A9045,CRM,<0.02,0.01
A9046,BLK,ND,0.005
A9047,DUP,1.5,
A9048,CRM,<0.02,0.01
A9049,BLK,ND,0.005
A9050,DUP,1.5,
A9051,CRM,<0.02,0.01
A9052,BLK,ND,0.005
A9053,DUP,1.5,
A9054,CRM,<0.02,0.01
A9055,BLK,ND,0.005
A9056,DUP,1.5,
A9057,CRM,<0.02,0.01
A9058,BLK,ND,0.005
A9059,DUP,1.5,
A9060,CRM,<0.02,0.01
A9061,BLK,ND,0.005
A9062,DUP,1.5,
A9063,CRM,<0.02,0.01
A9064,BLK,ND,0.005
A9065,DUP,1.5,
A9066,CRM,<0.02,0.01
A9067,BLK,ND,0.005
A9068,DUP,1.5,
A9069,CRM,<0.02,0.01
A9070,BLK,ND,0.005
A9071,DUP,1.5,
A9072,CRM,<0.02,0.01
A9073,BLK,ND,0.005
A9074,DUP,1.5,
A9075,CRM,<0.02,0.01
A9076,BLK,ND,0.005
A9077,DUP,1.5,
A9078,CRM,<0.02,0.01
A9079,BLK,ND,0.005
A9080,DUP,1.5,
A9081,CRM,<0.02,0.01
A9082,BLK,ND,0.005
A9083,DUP,1.5,
A9084,CRM,<0.02,0.01
A9085,BLK,ND,0.005
A9086,DUP,1.5,
A9087,CRM,<0.02,0.01
A9088,BLK,ND,0.005
A9089,DUP,1.5,
A9090,CRM,<0.02,0.01
A9091,BLK,ND,0.005
A9092,DUP,1.5,
A9093,CRM,<0.02,0.01
A9094,BLK,ND,0.005
A9095,DUP,1.5,
A9096,CRM,<0.02,0.01
A9097,BLK,ND,0.005
A9098,DUP,1.5,
A9099,CRM,<0.02,0.01
A9100,BLK,ND,0.005
A9101,DUP,1.5,
A9102,CRM,<0.02,0.01
A9103,BLK,ND,0.005
A9104,DUP,1.5,
A9105,CRM,<0.02,0.01
A9106,BLK,ND,0.005
A9107,DUP,1.5,
A9108,CRM,<0.02,0.01
A9109,BLK,ND,0.005
A9110,DUP,1.5,
A9111,CRM,<0.02,0.01
A9112,BLK,ND,0.005
A9113,DUP,1.5,
A9114,CRM,<0.02,0.01
A9115,BLK,ND,0.005
A9116,DUP,1.5,
A9117,CRM,<0.02,0.01
A9118,BLK,ND,0.005
A9119,DUP,1.5,
A9120,CRM,<0.02,0.01
A9121,BLK,ND,0.005
A9122,DUP,1.5,
A9123,CRM,<0.02,0.01
A9124,BLK,ND,0.005
A9125,DUP,1.5,
A9126,CRM,<0.02,0.01
A9127,BLK,ND,0.005
A9128,DUP,1.5,
A9129,CRM,<0.02,0.01
A9130,BLK,ND,0.005
A9131,DUP,1.5,
A9132,CRM,<0.02,0.01
A9133,BLK,ND,0.005
A9134,DUP,1.5,
A9135,CRM,<0.02,0.01
A9136,BLK,ND,0.005
A9137,DUP,1.5,
A9138,CRM,<0.02,0.01
A9139,BLK,ND,0.005
A9140,DUP,1.5,
A9141,CRM,<0.02,0.01
A9142,BLK,ND,0.005
A9143,DUP,1.5,
A9144,CRM,<0.02,0.01
A9145,BLK,ND,0.005
A9146,DUP,1.5,
A9147,CRM,<0.02,0.01
A9148,BLK,ND,0.005
A9149,DUP,1.5,
A9150,CRM,<0.02,0.01
A9151,BLK,ND,0.005
A9152,DUP,1.5,
A9153,CRM,<0.02,0.01
A9154,BLK,ND,0.005
A9155,DUP,1.5,
A9156,CRM,<0.02,0.01
A9157,BLK,ND,0.005
A9158,DUP,1.5,
A9159,CRM,<0.02,0.01
A9160,BLK,ND,0.005
A9161,DUP,1.5,
A9162,CRM,<0.02,0.01
A9163,BLK,ND,0.005
A9164,DUP,1.5,
A9165,CRM,<0.02,0.01
A9166,BLK,ND,0.005
A9167,DUP,1.5,
A9168,CRM,<0.02,0.01
A9169,BLK,ND,0.005
A9170,DUP,1.5,
A9171,CRM,<0.02,0.01
A9172,BLK,ND,0.005
A9173,DUP,1.5,
A9174,CRM,<0.02,0.01
A9175,BLK,ND,0.005
A9176,DUP,1.5,
A9177,CRM,<0.02,0.01
A9178,BLK,ND,0.005
A9179,DUP,1.5,
A9180,CRM,<0.02,0.01
A9181,BLK,ND,0.005
A9182,DUP,1.5,
A9183,CRM,<0.02,0.01
A9184,BLK,ND,0.005
A9185,DUP,1.5,
A9186,CRM,<0.02,0.01
A9187,BLK,ND,0.005
A9188,DUP,1.5,
A9189,CRM,<0.02,0.01
A9190,BLK,ND,0.005
A9191,DUP,1.5,
A9192,CRM,<0.02,0.01
A9193,BLK,ND,0.005
A9194,DUP,1.5,
A9195,CRM,<0.02,0.01
A9196,BLK,ND,0.005
A9197,DUP,1.5,
A9198,CRM,<0.02,0.01
A9199,BLK,ND,0.005
A9200,DUP,1.5,
A9201,CRM,<0.02,0.01
A9202,BLK,ND,0.005
A9203,DUP,1.5,
A9204,CRM,<0.02,0.01
A9205,BLK,ND,0.005
A9206,DUP,1.5,
A9207,CRM,<0.02,0.01
A9208,BLK,ND,0.005
A9209,DUP,1.5,
A9210,CRM,<0.02,0.01
A9211,BLK,ND,0.005
A9212,DUP,1.5,
A9213,CRM,<0.02,0.01
A9214,BLK,ND,0.005
A9215,DUP,1.5,
A9216,CRM,<0.02,0.01
A9217,BLK,ND,0.005
A9218,DUP,1.5,
A9219,CRM,<0.02,0.01
A9220,BLK,ND,0.005
A9221,DUP,1.5,
A9222,CRM,<0.02,0.01
A9223,BLK,ND,0.005
A9224,DUP,1.5,
A9225,CRM,<0.02,0.01
A9226,BLK,ND,0.005
A9227,DUP,1.5,
A9228,CRM,<0.02,0.01
A9229,BLK,ND,0.005
A9230,DUP,1.5,
A9231,CRM,<0.02,0.01
A9232,BLK,ND,0.005
A9233,DUP,1.5,
A9234,CRM,<0.02,0.01
A9235,BLK,ND,0.005
A9236,DUP,1.5,
A9237,CRM,<0.02,0.01
A9238,BLK,ND,0.005
A9239,DUP,1.5,
A9240,CRM,<0.02,0.01
A9241,BLK,ND,0.005
A9242,DUP,1.5,
A9243,CRM,<0.02,0.01
A9244,BLK,ND,0.005
A9245,DUP,1.5,
A9246,CRM,<0.02,0.01
A9247,BLK,ND,0.005
A9248,DUP,1.5,
A9249,CRM,<0.02,0.01
A9250,BLK,ND,0.005
A9251,DUP,1.5,
A9252,CRM,<0.02,0.01
A9253,BLK,ND,0.005
A9254,DUP,1.5,
A9255,CRM,<0.02,0.01
A9256,BLK,ND,0.005
A9257,DUP,1.5,
A9258,CRM,<0.02,0.01
A9259,BLK,ND,0.005
A9260,DUP,1.5,
A9261,CRM,<0.02,0.01
A9262,BLK,ND,0.005
A9263,DUP,1.5,
A9264,CRM,<0.02,0.01
A9265,BLK,ND,0.005
A9266,DUP,1.5,
A9267,CRM,<0.02,0.01
A9268,BLK,ND,0.005
A9269,DUP,1.5,
A9270,CRM,<0.02,0.01
A9271,BLK,ND,0.005
A9272,DUP,1.5,
A9273,CRM,<0.02,0.01
A9274,BLK,ND,0.005
A9275,DUP,1.5,
A9276,CRM,<0.02,0.01
A9277,BLK,ND,0.005
A9278,DUP,1.5,
A9279,CRM,<0.02,0.01
A9280,BLK,ND,0.005
A9281,DUP,1.5,
A9282,CRM,<0.02,0.01
A9283,BLK,ND,0.005
A9284,DUP,1.5,
A9285,CRM,<0.02,0.01
A9286,BLK,ND,0.005
A9287,DUP,1.5,
A9288,CRM,<0.02,0.01
A9289,BLK,ND,0.005
A9290,DUP,1.5,
A9291,CRM,<0.02,0.01
A9292,BLK,ND,0.005
A9293,DUP,1.5,
A9294,CRM,<0.02,0.01
A9295,BLK,ND,0.005
A9296,DUP,1.5,
A9297,CRM,<0.02,0.01
A9298,BLK,ND,0.005
A9299,DUP,1.5,
A9300,CRM,<0.02,0.01
A9301,BLK,ND,0.005
A9302,DUP,1.5,
A9303,CRM,<0.02,0.01
A9304,BLK,ND,0.005
A9305,DUP,1.5,
A9306,CRM,<0.02,0.01
A9307,BLK,ND,0.005
A9308,DUP,1.5,
A9309,CRM,<0.02,0.01
A9310,BLK,ND,0.005
A9311,DUP,1.5,
A9312,CRM,<0.02,0.01
A9313,BLK,ND,0.005
A9314,DUP,1.5,
A9315,CRM,<0.02,0.01
A9316,BLK,ND,0.005
A9317,DUP,1.5,
A9318,CRM,<0.02,0.01
A9319,BLK,ND,0.005
A9320,DUP,1.5,
A9321,CRM,<0.02,0.01
A9322,BLK,ND,0.005
A9323,DUP,1.5,
A9324,CRM,<0.02,0.01
A9325,BLK,ND,0.005
A9326,DUP,1.5,
A9327,CRM,<0.02,0.01
A9328,BLK,ND,0.005
A9329,DUP,1.5,
A9330,CRM,<0.02,0.01
A9331,BLK,ND,0.005
A9332,DUP,1.5,
A9333,CRM,<0.02,0.01
A9334,BLK,ND,0.005
A9335,DUP,1.5,
A9336,CRM,<0.02,0.01
A9337,BLK,ND,0.005
A9338,DUP,1.5,
A9339,CRM,<0.02,0.01
A9340,BLK,ND,0.005
A9341,DUP,1.5,
A9342,CRM,<0.02,0.01
A9343,BLK,ND,0.005
A9344,DUP,1.5,
